warehouse_id,name,location,capacity
1007,Regional Warehouse O - 4172 Oak Drive,Regional Warehouse O - 4172 Oak Drive,17531.33
1008,Central Depot Q - 2741 Lake Place,Central Depot Q - 2741 Lake Place,7287.14
1009,Fulfillment Center S - 2369 Washington Way,Fulfillment Center S - 2369 Washington Way,1218.75
1010,Fulfillment Center P - 1493 Lake Road,Fulfillment Center P - 1493 Lake Road,17111.96
1011,Processing Center T - 8857 Main Circle,Processing Center T - 8857 Main Circle,21786.17
1012,Central Depot Z - 2471 Second Place,Central Depot Z - 2471 Second Place,24835.53
1013,Logistics Hub V - 3434 Church Place,Logistics Hub V - 3434 Church Place,46774.49
1014,Processing Center Y - 5585 Maple Drive,Processing Center Y - 5585 Maple Drive,31996.79
1015,Storage Facility W - 2301 High Court,Storage Facility W - 2301 High Court,43498.41
1016,Logistics Hub I - 1705 Park Lane,Logistics Hub I - 1705 Park Lane,32993.11
1017,Storage Facility Z - 3562 First Circle,Storage Facility Z - 3562 First Circle,49601.2
1018,Processing Center D - 6560 Market Way,Processing Center D - 6560 Market Way,32468.71
1019,Distribution Center G - 8106 Elm Place,Distribution Center G - 8106 Elm Place,24445.94
1020,Fulfillment Center B - 8503 Park Avenue,Fulfillment Center B - 8503 Park Avenue,3056.62
1021,Processing Center Y - 768 Main Road,Processing Center Y - 768 Main Road,17703.98
1022,Regional Warehouse Z - 7667 Oak Road,Regional Warehouse Z - 7667 Oak Road,47266.9
1023,Processing Center I - 4380 First Way,Processing Center I - 4380 First Way,32151.7
1024,Distribution Center F - 3780 Maple Drive,Distribution Center F - 3780 Maple Drive,11497.12
1025,Logistics Hub A - 847 Oak Avenue,Logistics Hub A - 847 Oak Avenue,21738.48
1026,Processing Center F - 5899 Washington Avenue,Processing Center F - 5899 Washington Avenue,33983.42
1027,Logistics Hub S - 793 Second Place,Logistics Hub S - 793 Second Place,42125.7
1028,Supply Chain Hub G - 8563 Pine Way,Supply Chain Hub G - 8563 Pine Way,1376.69
1029,Regional Warehouse H - 6184 School Court,Regional Warehouse H - 6184 School Court,34502.35
1030,Storage Facility S - 2827 Main Way,Storage Facility S - 2827 Main Way,14454.71
1031,Fulfillment Center O - 1359 First Drive,Fulfillment Center O - 1359 First Drive,9052.92
1032,Logistics Hub Y - 7126 Fourth Drive,Logistics Hub Y - 7126 Fourth Drive,25649.48
1033,Central Depot H - 7254 Maple Way,Central Depot H - 7254 Maple Way,15925.66
1034,Supply Chain Hub H - 7243 School Court,Supply Chain Hub H - 7243 School Court,9731.88
1035,Fulfillment Center J - 7369 Third Street,Fulfillment Center J - 7369 Third Street,42667.79
1036,Processing Center X - 4899 Pine Lane,Processing Center X - 4899 Pine Lane,9296.89
1037,Central Depot S - 1262 Lake Avenue,Central Depot S - 1262 Lake Avenue,49607.89
1038,Logistics Hub U - 6872 School Way,Logistics Hub U - 6872 School Way,39998.12
1039,Supply Chain Hub P - 7824 First Boulevard,Supply Chain Hub P - 7824 First Boulevard,45876.04
1040,Regional Warehouse T - 1068 Maple Circle,Regional Warehouse T - 1068 Maple Circle,22779.03
1041,Supply Chain Hub Y - 1252 Maple Lane,Supply Chain Hub Y - 1252 Maple Lane,20179.64
1042,Distribution Center F - 2160 Second Road,Distribution Center F - 2160 Second Road,32512.64
1043,Logistics Hub N - 2414 School Lane,Logistics Hub N - 2414 School Lane,46363
1044,Central Depot Y - 8251 Fourth Boulevard,Central Depot Y - 8251 Fourth Boulevard,40079.84
1045,Storage Facility B - 1772 Valley Road,Storage Facility B - 1772 Valley Road,28459.84
1046,Supply Chain Hub S - 316 Cedar Road,Supply Chain Hub S - 316 Cedar Road,28814.1
1047,Logistics Hub G - 8644 Market Boulevard,Logistics Hub G - 8644 Market Boulevard,37048.76
1048,Supply Chain Hub D - 1315 Valley Avenue,Supply Chain Hub D - 1315 Valley Avenue,25533.5
1049,Regional Warehouse T - 1411 River Way,Regional Warehouse T - 1411 River Way,31171.68
1050,Central Depot M - 9060 Market Way,Central Depot M - 9060 Market Way,7271.39
1051,Fulfillment Center Z - 4531 Maple Circle,Fulfillment Center Z - 4531 Maple Circle,38927.53
1052,Distribution Center B - 2403 Market Street,Distribution Center B - 2403 Market Street,32430.72
1053,Supply Chain Hub E - 5474 Cedar Drive,Supply Chain Hub E - 5474 Cedar Drive,34839.27
1054,Logistics Hub E - 2033 School Circle,Logistics Hub E - 2033 School Circle,45221.79
1055,Fulfillment Center N - 5992 Market Lane,Fulfillment Center N - 5992 Market Lane,36806.58
1056,Logistics Hub B - 4232 Maple Way,Logistics Hub B - 4232 Maple Way,28579.03
1057,Processing Center O - 1292 Elm Lane,Processing Center O - 1292 Elm Lane,13850.39
1058,Central Depot M - 1032 Church Drive,Central Depot M - 1032 Church Drive,20859.58
1059,Distribution Center P - 5709 Second Way,Distribution Center P - 5709 Second Way,47103.24
1060,Logistics Hub I - 4861 Park Way,Logistics Hub I - 4861 Park Way,22578.19
1061,Distribution Center H - 7087 First Way,Distribution Center H - 7087 First Way,23799.03
1062,Storage Facility F - 7262 Park Way,Storage Facility F - 7262 Park Way,36413.66
1063,Storage Facility A - 1245 Pine Place,Storage Facility A - 1245 Pine Place,2256.43
1064,Storage Facility X - 1679 Fourth Boulevard,Storage Facility X - 1679 Fourth Boulevard,46182.59
1065,Storage Facility A - 1067 Washington Road,Storage Facility A - 1067 Washington Road,45438.68
1066,Processing Center D - 8678 Lake Drive,Processing Center D - 8678 Lake Drive,10126.49
1067,Fulfillment Center H - 7340 School Drive,Fulfillment Center H - 7340 School Drive,11698.68
1068,Distribution Center N - 7851 Lake Place,Distribution Center N - 7851 Lake Place,8811.92
1069,Regional Warehouse H - 4911 Church Road,Regional Warehouse H - 4911 Church Road,31138.54
1070,Regional Warehouse O - 2836 Oak Avenue,Regional Warehouse O - 2836 Oak Avenue,19199.65
1071,Central Depot Z - 4854 Cedar Boulevard,Central Depot Z - 4854 Cedar Boulevard,14806.62
1072,Logistics Hub M - 970 Second Circle,Logistics Hub M - 970 Second Circle,25923.4
1073,Logistics Hub Y - 5762 Hill Drive,Logistics Hub Y - 5762 Hill Drive,9208.12
1074,Logistics Hub Q - 6693 Hill Place,Logistics Hub Q - 6693 Hill Place,7899.36
1075,Supply Chain Hub D - 5539 Valley Road,Supply Chain Hub D - 5539 Valley Road,42019.57
1076,Regional Warehouse S - 1556 First Drive,Regional Warehouse S - 1556 First Drive,19949.33
1077,Supply Chain Hub D - 2777 School Boulevard,Supply Chain Hub D - 2777 School Boulevard,3705.64
1078,Central Depot Z - 7764 First Street,Central Depot Z - 7764 First Street,13319.71
1079,Central Depot E - 4788 Third Lane,Central Depot E - 4788 Third Lane,32610.07
1080,Storage Facility J - 3310 School Circle,Storage Facility J - 3310 School Circle,25894.88
1081,Logistics Hub A - 1224 Third Circle,Logistics Hub A - 1224 Third Circle,9197.94
1082,Logistics Hub R - 8613 Main Place,Logistics Hub R - 8613 Main Place,10127.56
1083,Distribution Center X - 6598 Hill Drive,Distribution Center X - 6598 Hill Drive,24410.36
1084,Distribution Center M - 2632 Maple Street,Distribution Center M - 2632 Maple Street,47392.79
1085,Fulfillment Center G - 4417 First Avenue,Fulfillment Center G - 4417 First Avenue,3903.41
1086,Distribution Center T - 7509 Church Lane,Distribution Center T - 7509 Church Lane,15179.1
1087,Distribution Center V - 7331 School Drive,Distribution Center V - 7331 School Drive,25249.5
1088,Central Depot M - 4238 Church Drive,Central Depot M - 4238 Church Drive,25360.32
1089,Supply Chain Hub I - 4517 Maple Street,Supply Chain Hub I - 4517 Maple Street,22757.77
1090,Processing Center M - 3374 Second Drive,Processing Center M - 3374 Second Drive,6581.74
1091,Distribution Center F - 5199 Church Way,Distribution Center F - 5199 Church Way,45100.06
1092,Logistics Hub C - 2485 Church Place,Logistics Hub C - 2485 Church Place,11828.9
1093,Storage Facility X - 7767 River Drive,Storage Facility X - 7767 River Drive,32941.5
1094,Central Depot V - 5494 Oak Circle,Central Depot V - 5494 Oak Circle,46210.92
1095,Supply Chain Hub L - 2328 Park Lane,Supply Chain Hub L - 2328 Park Lane,42330.92
1096,Fulfillment Center Q - 7088 School Street,Fulfillment Center Q - 7088 School Street,28771.69
1097,Logistics Hub Y - 4841 School Court,Logistics Hub Y - 4841 School Court,26029.64
1098,Distribution Center G - 7514 Oak Drive,Distribution Center G - 7514 Oak Drive,37008.84
1099,Central Depot C - 6531 Second Drive,Central Depot C - 6531 Second Drive,22371.71
1100,Regional Warehouse L - 5527 High Road,Regional Warehouse L - 5527 High Road,48548.34
1101,Fulfillment Center E - 5814 Park Drive,Fulfillment Center E - 5814 Park Drive,46906.92
1102,Fulfillment Center S - 2904 Oak Boulevard,Fulfillment Center S - 2904 Oak Boulevard,6958.74
1103,Storage Facility V - 6764 Church Way,Storage Facility V - 6764 Church Way,6873.74
1104,Logistics Hub U - 7972 Church Circle,Logistics Hub U - 7972 Church Circle,45578.37
1105,Regional Warehouse K - 3348 Elm Drive,Regional Warehouse K - 3348 Elm Drive,18382.53
1106,Supply Chain Hub X - 6202 Elm Road,Supply Chain Hub X - 6202 Elm Road,7275.15
1107,Storage Facility E - 1859 Church Lane,Storage Facility E - 1859 Church Lane,31667.88
1108,Regional Warehouse V - 2257 Elm Street,Regional Warehouse V - 2257 Elm Street,36815.14
1109,Regional Warehouse W - 8489 Valley Road,Regional Warehouse W - 8489 Valley Road,23510.55
1110,Supply Chain Hub V - 3864 First Street,Supply Chain Hub V - 3864 First Street,46379.11
1111,Distribution Center R - 2320 Third Court,Distribution Center R - 2320 Third Court,7095.23
1112,Distribution Center R - 3701 Fourth Road,Distribution Center R - 3701 Fourth Road,7748.05
1113,Regional Warehouse P - 8123 High Place,Regional Warehouse P - 8123 High Place,34497.54
1114,Regional Warehouse D - 1059 School Boulevard,Regional Warehouse D - 1059 School Boulevard,26556.97
1115,Fulfillment Center W - 101 Maple Boulevard,Fulfillment Center W - 101 Maple Boulevard,22172.75
1116,Regional Warehouse A - 1350 Washington Circle,Regional Warehouse A - 1350 Washington Circle,30701.01
1117,Logistics Hub I - 5561 River Road,Logistics Hub I - 5561 River Road,12287.71
1118,Logistics Hub C - 7341 Second Lane,Logistics Hub C - 7341 Second Lane,39715.38
1119,Regional Warehouse G - 6859 Hill Way,Regional Warehouse G - 6859 Hill Way,47661.04
1120,Fulfillment Center A - 6810 Park Place,Fulfillment Center A - 6810 Park Place,40806.32
1121,Distribution Center J - 7803 Church Road,Distribution Center J - 7803 Church Road,17420.61
1122,Central Depot U - 983 Maple Lane,Central Depot U - 983 Maple Lane,26839.5
1123,Supply Chain Hub F - 5108 Oak Boulevard,Supply Chain Hub F - 5108 Oak Boulevard,34979.64
1124,Fulfillment Center N - 6225 Pine Street,Fulfillment Center N - 6225 Pine Street,32107.07
1125,Processing Center H - 1813 Church Circle,Processing Center H - 1813 Church Circle,23943.63
1126,Central Depot G - 3557 Market Avenue,Central Depot G - 3557 Market Avenue,24806.27
1127,Supply Chain Hub F - 8322 School Place,Supply Chain Hub F - 8322 School Place,14396.64
1128,Processing Center G - 9032 Third Court,Processing Center G - 9032 Third Court,47098.94
1129,Supply Chain Hub R - 1887 Oak Circle,Supply Chain Hub R - 1887 Oak Circle,22358.43
1130,Supply Chain Hub L - 4847 Church Court,Supply Chain Hub L - 4847 Church Court,14900.78
1131,Fulfillment Center G - 2958 Park Circle,Fulfillment Center G - 2958 Park Circle,37200.74
1132,Regional Warehouse G - 6816 Cedar Place,Regional Warehouse G - 6816 Cedar Place,10824.77
1133,Distribution Center T - 314 Church Court,Distribution Center T - 314 Church Court,22993.03
1134,Logistics Hub R - 500 Elm Road,Logistics Hub R - 500 Elm Road,41945.11
1135,Logistics Hub L - 983 Church Way,Logistics Hub L - 983 Church Way,29539.7
1136,Regional Warehouse M - 424 Park Road,Regional Warehouse M - 424 Park Road,37093.4
1137,Processing Center B - 4932 School Road,Processing Center B - 4932 School Road,4006.14
1138,Processing Center Q - 497 Second Road,Processing Center Q - 497 Second Road,2043.04
1139,Central Depot R - 5355 Cedar Lane,Central Depot R - 5355 Cedar Lane,34490.26
1140,Distribution Center Z - 2660 Fourth Way,Distribution Center Z - 2660 Fourth Way,27829.31
1141,Regional Warehouse J - 4152 Fourth Road,Regional Warehouse J - 4152 Fourth Road,42798.33
1142,Fulfillment Center A - 2211 Market Way,Fulfillment Center A - 2211 Market Way,15127.24
1143,Processing Center C - 7284 Cedar Circle,Processing Center C - 7284 Cedar Circle,37335.63
1144,Supply Chain Hub I - 760 Valley Road,Supply Chain Hub I - 760 Valley Road,44807.45
1145,Storage Facility T - 8542 River Road,Storage Facility T - 8542 River Road,37316.87
1146,Storage Facility R - 5697 Second Circle,Storage Facility R - 5697 Second Circle,37801.61
1147,Central Depot E - 3784 Park Circle,Central Depot E - 3784 Park Circle,29079.82
1148,Central Depot K - 1997 Fourth Boulevard,Central Depot K - 1997 Fourth Boulevard,11311.81
1149,Distribution Center C - 182 Second Way,Distribution Center C - 182 Second Way,48096.69
1150,Supply Chain Hub N - 7007 First Lane,Supply Chain Hub N - 7007 First Lane,27079.63
1151,Supply Chain Hub J - 5294 Valley Court,Supply Chain Hub J - 5294 Valley Court,11465.08
1152,Regional Warehouse Y - 3370 First Place,Regional Warehouse Y - 3370 First Place,38367.72
1153,Storage Facility H - 6576 Park Place,Storage Facility H - 6576 Park Place,12537.46
1154,Processing Center H - 1384 Park Place,Processing Center H - 1384 Park Place,44395.86
1155,Supply Chain Hub R - 1302 Church Lane,Supply Chain Hub R - 1302 Church Lane,16299.78
1156,Regional Warehouse J - 795 Cedar Drive,Regional Warehouse J - 795 Cedar Drive,24779.56
1157,Distribution Center W - 4999 High Drive,Distribution Center W - 4999 High Drive,23013.38
1158,Regional Warehouse Z - 6597 First Road,Regional Warehouse Z - 6597 First Road,47635.77
1159,Fulfillment Center B - 3908 Oak Drive,Fulfillment Center B - 3908 Oak Drive,35186.61
1160,Logistics Hub E - 421 Hill Drive,Logistics Hub E - 421 Hill Drive,2112.64
1161,Processing Center U - 2526 Fourth Boulevard,Processing Center U - 2526 Fourth Boulevard,27345.59
1162,Regional Warehouse B - 3013 Pine Drive,Regional Warehouse B - 3013 Pine Drive,42062.71
1163,Logistics Hub P - 5645 River Circle,Logistics Hub P - 5645 River Circle,1618.22
1164,Fulfillment Center I - 7131 Washington Lane,Fulfillment Center I - 7131 Washington Lane,42076.28
1165,Regional Warehouse B - 1191 Washington Drive,Regional Warehouse B - 1191 Washington Drive,9905.85
1166,Logistics Hub E - 1625 Washington Way,Logistics Hub E - 1625 Washington Way,36503.4
1167,Distribution Center E - 1523 Fourth Circle,Distribution Center E - 1523 Fourth Circle,33043.85
1168,Storage Facility D - 2258 Hill Court,Storage Facility D - 2258 Hill Court,20739.67
1169,Storage Facility Z - 3297 Lake Circle,Storage Facility Z - 3297 Lake Circle,44504.38
1170,Distribution Center M - 8331 Oak Place,Distribution Center M - 8331 Oak Place,4946.95
1171,Supply Chain Hub R - 2736 Oak Place,Supply Chain Hub R - 2736 Oak Place,14210.58
1172,Logistics Hub C - 9035 High Circle,Logistics Hub C - 9035 High Circle,27604.35
1173,Fulfillment Center V - 3249 Valley Lane,Fulfillment Center V - 3249 Valley Lane,15911.91
1174,Central Depot K - 7277 Washington Court,Central Depot K - 7277 Washington Court,26764.96
1175,Distribution Center J - 4401 Lake Road,Distribution Center J - 4401 Lake Road,38636.61
1176,Storage Facility J - 6682 Washington Circle,Storage Facility J - 6682 Washington Circle,39014.2
1177,Central Depot I - 1686 Fourth Drive,Central Depot I - 1686 Fourth Drive,19961.84
1178,Distribution Center U - 7255 Fourth Circle,Distribution Center U - 7255 Fourth Circle,22509.49
1179,Logistics Hub A - 6700 Fourth Lane,Logistics Hub A - 6700 Fourth Lane,30058.67
1180,Storage Facility V - 6288 First Avenue,Storage Facility V - 6288 First Avenue,38287.22
1181,Fulfillment Center K - 4029 Washington Drive,Fulfillment Center K - 4029 Washington Drive,44759.58
1182,Fulfillment Center U - 5033 First Way,Fulfillment Center U - 5033 First Way,45431.79
1183,Storage Facility I - 5516 Hill Boulevard,Storage Facility I - 5516 Hill Boulevard,41822.4
1184,Logistics Hub L - 7630 Pine Court,Logistics Hub L - 7630 Pine Court,13388.5
1185,Regional Warehouse W - 5820 Church Boulevard,Regional Warehouse W - 5820 Church Boulevard,26386.81
1186,Storage Facility C - 3340 Lake Road,Storage Facility C - 3340 Lake Road,42114.4
1187,Fulfillment Center O - 8232 Maple Lane,Fulfillment Center O - 8232 Maple Lane,38277.81
1188,Central Depot T - 4269 High Court,Central Depot T - 4269 High Court,10664.6
1189,Central Depot I - 5670 First Street,Central Depot I - 5670 First Street,46838.13
1190,Supply Chain Hub X - 8377 School Drive,Supply Chain Hub X - 8377 School Drive,10067.96
1191,Distribution Center R - 530 Oak Court,Distribution Center R - 530 Oak Court,25216.79
1192,Processing Center V - 7246 Maple Road,Processing Center V - 7246 Maple Road,29574.24
1193,Distribution Center W - 8174 Maple Court,Distribution Center W - 8174 Maple Court,3085.94
1194,Logistics Hub P - 7106 High Drive,Logistics Hub P - 7106 High Drive,33539.81
1195,Logistics Hub J - 172 Main Lane,Logistics Hub J - 172 Main Lane,30717.29
1196,Regional Warehouse M - 135 School Court,Regional Warehouse M - 135 School Court,28121.53
1197,Distribution Center I - 3526 Pine Boulevard,Distribution Center I - 3526 Pine Boulevard,10832.84
1198,Fulfillment Center F - 3912 Third Avenue,Fulfillment Center F - 3912 Third Avenue,12076.69
1199,Distribution Center L - 7338 Park Avenue,Distribution Center L - 7338 Park Avenue,35385.93
1200,Fulfillment Center F - 4531 High Road,Fulfillment Center F - 4531 High Road,12425.05
1201,Central Depot S - 6107 River Court,Central Depot S - 6107 River Court,25819.82
1202,Regional Warehouse I - 809 Lake Way,Regional Warehouse I - 809 Lake Way,30839.82
1203,Logistics Hub R - 252 School Avenue,Logistics Hub R - 252 School Avenue,19212.46
1204,Fulfillment Center Z - 3634 Elm Place,Fulfillment Center Z - 3634 Elm Place,29995.67
1205,Processing Center L - 7510 High Way,Processing Center L - 7510 High Way,24111.44
1206,Regional Warehouse C - 3287 Valley Place,Regional Warehouse C - 3287 Valley Place,40884.14
1207,Storage Facility I - 209 Pine Boulevard,Storage Facility I - 209 Pine Boulevard,30368.6
1208,Central Depot I - 7528 Lake Place,Central Depot I - 7528 Lake Place,34945.77
1209,Distribution Center A - 2887 Park Boulevard,Distribution Center A - 2887 Park Boulevard,40566.54
1210,Processing Center V - 1272 Park Boulevard,Processing Center V - 1272 Park Boulevard,49221.06
1211,Central Depot S - 4780 Main Street,Central Depot S - 4780 Main Street,43007.56
1212,Logistics Hub H - 6377 Park Way,Logistics Hub H - 6377 Park Way,12050.39
1213,Distribution Center B - 5589 Elm Drive,Distribution Center B - 5589 Elm Drive,46091.91
1214,Storage Facility E - 7507 Park Circle,Storage Facility E - 7507 Park Circle,41805.86
1215,Distribution Center U - 3187 Church Avenue,Distribution Center U - 3187 Church Avenue,41281.61
1216,Storage Facility W - 8704 School Place,Storage Facility W - 8704 School Place,48490.68
1217,Logistics Hub H - 3977 Second Place,Logistics Hub H - 3977 Second Place,1048.21
1218,Fulfillment Center D - 7628 Lake Lane,Fulfillment Center D - 7628 Lake Lane,18803.73
1219,Supply Chain Hub F - 1060 Park Street,Supply Chain Hub F - 1060 Park Street,26546.34
1220,Processing Center W - 3941 Pine Way,Processing Center W - 3941 Pine Way,13537.04
1221,Supply Chain Hub M - 7118 Elm Lane,Supply Chain Hub M - 7118 Elm Lane,22694.21
1222,Regional Warehouse X - 2757 Park Boulevard,Regional Warehouse X - 2757 Park Boulevard,26885.01
1223,Fulfillment Center A - 9088 Cedar Road,Fulfillment Center A - 9088 Cedar Road,40938.21
1224,Fulfillment Center R - 7475 Hill Boulevard,Fulfillment Center R - 7475 Hill Boulevard,39086.97
1225,Supply Chain Hub X - 573 River Avenue,Supply Chain Hub X - 573 River Avenue,41682.85
1226,Processing Center F - 7554 Oak Circle,Processing Center F - 7554 Oak Circle,21868.82
1227,Regional Warehouse W - 6656 Maple Place,Regional Warehouse W - 6656 Maple Place,8702.78
1228,Processing Center W - 5735 Elm Avenue,Processing Center W - 5735 Elm Avenue,43014.46
1229,Fulfillment Center T - 2283 Elm Boulevard,Fulfillment Center T - 2283 Elm Boulevard,43744.18
1230,Regional Warehouse X - 7732 Maple Circle,Regional Warehouse X - 7732 Maple Circle,22709.37
1231,Logistics Hub T - 4827 Lake Street,Logistics Hub T - 4827 Lake Street,40213.96
1232,Central Depot I - 545 Park Way,Central Depot I - 545 Park Way,43422.83
1233,Fulfillment Center T - 6757 Pine Circle,Fulfillment Center T - 6757 Pine Circle,14599.19
1234,Fulfillment Center V - 4507 Elm Avenue,Fulfillment Center V - 4507 Elm Avenue,5239.81
1235,Distribution Center X - 2777 Oak Circle,Distribution Center X - 2777 Oak Circle,33086.19
1236,Storage Facility P - 7308 Elm Place,Storage Facility P - 7308 Elm Place,39098.49
1237,Distribution Center M - 1637 Second Circle,Distribution Center M - 1637 Second Circle,41683.71
1238,Regional Warehouse V - 3742 Market Street,Regional Warehouse V - 3742 Market Street,6239.94
1239,Fulfillment Center O - 5537 Cedar Street,Fulfillment Center O - 5537 Cedar Street,44805.88
1240,Regional Warehouse V - 1770 Second Street,Regional Warehouse V - 1770 Second Street,47392
1241,Storage Facility T - 5562 First Circle,Storage Facility T - 5562 First Circle,5658.71
1242,Supply Chain Hub Q - 5352 Fourth Avenue,Supply Chain Hub Q - 5352 Fourth Avenue,8498.33
1243,Fulfillment Center Q - 7235 Second Circle,Fulfillment Center Q - 7235 Second Circle,47923.27
1244,Processing Center C - 2537 Second Drive,Processing Center C - 2537 Second Drive,6409.8
1245,Logistics Hub A - 4737 Church Circle,Logistics Hub A - 4737 Church Circle,45727.04
1246,Processing Center N - 712 Main Avenue,Processing Center N - 712 Main Avenue,3235.62
1247,Regional Warehouse K - 3294 Washington Drive,Regional Warehouse K - 3294 Washington Drive,13400.38
1248,Distribution Center L - 1691 Cedar Street,Distribution Center L - 1691 Cedar Street,16876.86
1249,Processing Center P - 4044 Valley Street,Processing Center P - 4044 Valley Street,41802.9
1250,Regional Warehouse H - 5579 Washington Circle,Regional Warehouse H - 5579 Washington Circle,36418.76
1251,Regional Warehouse F - 2133 Third Drive,Regional Warehouse F - 2133 Third Drive,16964.34
1252,Storage Facility C - 8043 First Circle,Storage Facility C - 8043 First Circle,47682.53
1253,Storage Facility I - 4113 Lake Road,Storage Facility I - 4113 Lake Road,10723.61
1254,Processing Center L - 4568 Valley Lane,Processing Center L - 4568 Valley Lane,43913.97
1255,Storage Facility Z - 3929 Second Lane,Storage Facility Z - 3929 Second Lane,21233.37
1256,Logistics Hub E - 6881 Lake Court,Logistics Hub E - 6881 Lake Court,25875.97
1257,Supply Chain Hub R - 4413 Maple Street,Supply Chain Hub R - 4413 Maple Street,31204.86
1258,Distribution Center F - 3190 Fourth Street,Distribution Center F - 3190 Fourth Street,25378.06
1259,Logistics Hub F - 2087 Washington Drive,Logistics Hub F - 2087 Washington Drive,22415.51
1260,Logistics Hub S - 5071 Cedar Boulevard,Logistics Hub S - 5071 Cedar Boulevard,26665.28
1261,Logistics Hub X - 806 Maple Street,Logistics Hub X - 806 Maple Street,35057.18
1262,Supply Chain Hub T - 2888 Lake Circle,Supply Chain Hub T - 2888 Lake Circle,29373.1
1263,Logistics Hub B - 8714 Washington Avenue,Logistics Hub B - 8714 Washington Avenue,38231.36
1264,Logistics Hub T - 7563 Second Avenue,Logistics Hub T - 7563 Second Avenue,29841.02
1265,Fulfillment Center A - 6497 School Avenue,Fulfillment Center A - 6497 School Avenue,25286.67
1266,Logistics Hub Q - 3666 Valley Avenue,Logistics Hub Q - 3666 Valley Avenue,17917.39
1267,Logistics Hub O - 1616 Market Place,Logistics Hub O - 1616 Market Place,34431.09
1268,Logistics Hub E - 7447 Park Road,Logistics Hub E - 7447 Park Road,15428.82
1269,Processing Center Y - 7248 Main Boulevard,Processing Center Y - 7248 Main Boulevard,8172.2
1270,Fulfillment Center Z - 8654 Market Way,Fulfillment Center Z - 8654 Market Way,44253.77
1271,Distribution Center U - 3779 High Court,Distribution Center U - 3779 High Court,28648.71
1272,Fulfillment Center K - 1740 Maple Circle,Fulfillment Center K - 1740 Maple Circle,24495.85
1273,Fulfillment Center R - 498 High Circle,Fulfillment Center R - 498 High Circle,18844.59
1274,Processing Center F - 2641 High Drive,Processing Center F - 2641 High Drive,16054.95
1275,Fulfillment Center X - 7563 Main Court,Fulfillment Center X - 7563 Main Court,7418.43
1276,Processing Center W - 7430 Hill Court,Processing Center W - 7430 Hill Court,29975.77
1277,Supply Chain Hub Q - 440 Main Place,Supply Chain Hub Q - 440 Main Place,24180.04
1278,Regional Warehouse K - 706 Church Place,Regional Warehouse K - 706 Church Place,24514.51
1279,Processing Center B - 1020 Fourth Road,Processing Center B - 1020 Fourth Road,5614.51
1280,Fulfillment Center W - 2893 Church Lane,Fulfillment Center W - 2893 Church Lane,18312.41
1281,Regional Warehouse Q - 5431 Market Boulevard,Regional Warehouse Q - 5431 Market Boulevard,23805.63
1282,Logistics Hub K - 8307 School Drive,Logistics Hub K - 8307 School Drive,33661.22
1283,Regional Warehouse C - 3363 Park Court,Regional Warehouse C - 3363 Park Court,5401.29
1284,Storage Facility B - 4853 River Way,Storage Facility B - 4853 River Way,34870.52
1285,Central Depot A - 7833 River Lane,Central Depot A - 7833 River Lane,35444.07
1286,Logistics Hub C - 7958 Park Street,Logistics Hub C - 7958 Park Street,44514.06
1287,Distribution Center Z - 4884 Washington Way,Distribution Center Z - 4884 Washington Way,18425.36
1288,Storage Facility I - 9019 Fourth Drive,Storage Facility I - 9019 Fourth Drive,38938.16
1289,Central Depot N - 204 Third Lane,Central Depot N - 204 Third Lane,3969.62
1290,Central Depot K - 9029 Valley Avenue,Central Depot K - 9029 Valley Avenue,35946.92
1291,Processing Center Z - 5163 Church Road,Processing Center Z - 5163 Church Road,39374.92
1292,Distribution Center S - 4068 Maple Lane,Distribution Center S - 4068 Maple Lane,27511.77
1293,Distribution Center S - 4623 School Boulevard,Distribution Center S - 4623 School Boulevard,27652.76
1294,Logistics Hub N - 1517 Market Road,Logistics Hub N - 1517 Market Road,14511.23
1295,Logistics Hub W - 1588 School Place,Logistics Hub W - 1588 School Place,17355.88
1296,Processing Center H - 4420 Pine Avenue,Processing Center H - 4420 Pine Avenue,46270.95
1297,Processing Center C - 828 First Street,Processing Center C - 828 First Street,36715.74
1298,Processing Center C - 5579 Pine Lane,Processing Center C - 5579 Pine Lane,45292.31
1299,Logistics Hub F - 6136 Elm Court,Logistics Hub F - 6136 Elm Court,27436.69
1300,Processing Center E - 6494 Cedar Road,Processing Center E - 6494 Cedar Road,20860.81
1301,Fulfillment Center A - 573 Second Way,Fulfillment Center A - 573 Second Way,31878.38
1302,Central Depot H - 5303 Market Avenue,Central Depot H - 5303 Market Avenue,6943.3
1303,Regional Warehouse X - 4300 Cedar Lane,Regional Warehouse X - 4300 Cedar Lane,2173.2
1304,Supply Chain Hub V - 5409 Main Place,Supply Chain Hub V - 5409 Main Place,32071.78
1305,Supply Chain Hub X - 7407 Third Drive,Supply Chain Hub X - 7407 Third Drive,27522.47
1306,Regional Warehouse I - 464 Washington Street,Regional Warehouse I - 464 Washington Street,32541.81
1307,Regional Warehouse A - 4329 Oak Place,Regional Warehouse A - 4329 Oak Place,45512.6
1308,Logistics Hub J - 666 Park Place,Logistics Hub J - 666 Park Place,49150.31
1309,Central Depot G - 6420 Elm Lane,Central Depot G - 6420 Elm Lane,8436.71
1310,Regional Warehouse G - 1881 School Way,Regional Warehouse G - 1881 School Way,24174.89
